date,91_111,92X111,92_111,959111,990111,999111,99_111,9R0111,9R2111,9R3111,9R5111,9R6111,9R9111,9RR111,9RX111,9R_111,9X_111,9__111,X0_111,X2_111,X3_111,X5_111,X60111,X65111,X66111,X69111,X6X111,X6_111,X90111,X92111,X99111,X9X111,X9_111,XR2111,XR6111,XRX111,XR_111,XX_111
2014-12-03,0.2548934842973946,0.2863725141375562,0.3405121978242957,0.5457994134471381,0.09963206258670812,0.1440888705727232,0.25893843947854506,0.26761584863613963,0.0,0.20165431111216628,0.181218810569061,0.0,0.0925334044159995,0.23209172824333724,0.6610330290922575,0.3301855494207855,0.17522245357102215,0.36947002400190726,0.6112462969205544,0.5999473335052725,0.28611121712119414,0.6368053944990003,0.36043075783746326,0.22564103710553102,0.41179205169333905,0.20277286983719459,0.18802054582290212,0.21656540784398257,0.49645832242764587,0.5114410945999743,0.5097268239940741,0.2991201597091361,0.41212258409677444,0.18996710734331887,0.24723082789949066,0.04655988047576223,0.3657964094576027,0.3904284538785297
2014-12-04,0.24572911117205196,0.277045671376225,0.2721528796152649,0.6112223956464651,0.0732332260562205,0.1512700839723789,0.2688915076540281,0.2016076093576723,0.0,0.20190194483741777,0.22333925868175067,0.31134910473625554,0.149022454126255,0.2333472559841667,0.6934294961212838,0.3396880418634208,0.22943505543834833,0.3770897276126964,0.6022366967378642,0.6065693066952094,0.3372568563177648,0.6434162610560322,0.3727554685090398,0.178954743220979,0.060677048418039004,0.20912161586983524,0.2028715422189137,0.19684049760660233,0.43041774032000196,0.5022633940762793,0.5321844820446279,0.3295130818707447,0.41548676377288535,0.1758919906282165,0.2553328556179013,0.05196461980170705,0.38807930573144656,0.42412125581605037
2014-12-05,0.21685602724611827,0.26574161796783413,0.21775296619865633,0.6486071751571075,0.08460013076354941,0.15261513480907377,0.27644076207887125,0.27618416910217775,0.0,0.192344310056669,0.29613946017243203,0.37304432276089106,0.140093003462491,0.19439834475925402,0.6727663285796271,0.24351540714973302,0.27943481032925616,0.37589852103187915,0.5820993170391804,0.5900409763504837,0.3257071907165793,0.6803527101081516,0.35981488084711427,0.273409854357469,0.287482815540054,0.20329504455106243,0.20126518989022268,0.26657158586980806,0.3972108533573569,0.5149846350226294,0.52244494393692,0.30125046697147917,0.40651174082670866,0.21013267483194525,0.30717014348964805,0.07668248580247147,0.3759125067098129,0.4440406893944612
2014-12-06,0.2553068198700059,0.25132900228375016,0.27542168975310427,0.6422478931080138,0.07526894413080476,0.13983384866253426,0.291060087702343,0.35292752038934777,0.30715013961478305,0.16206544655124536,0.27768252232820134,0.37101547993764866,0.1830478447086486,0.23689044806883328,0.7286552690186615,0.297721683665905,0.23189679111189077,0.37348738793997865,0.6074231140103297,0.6127951396442226,0.3001758110048905,0.6469404792420365,0.3984184271685549,0.23806981073229203,0.394712918486251,0.21847304003539764,0.18738070795720002,0.19044977992103082,0.5718030372830105,0.5132919331220283,0.5546795757584311,0.264896030518348,0.3817183033254848,0.19632582202536694,0.2855868058547786,0.08124170579331329,0.37430003100589765,0.403283182716091
2014-12-10,0.26364282113890264,0.30646676150564106,0.32821788813829683,0.6279081817929743,0.10662385655739039,0.13806368796437168,0.28346967218232233,0.28728191679104553,0.277698334578558,0.2026930177924345,0.402758671894475,0.18431590118031352,0.14688006194327016,0.19045384464862547,0.7228185891745289,0.315574572050204,0.15594828203797892,0.335037449325397,0.5889459376041579,0.6325627793122437,0.2451329678887242,0.6490871084025892,0.3709949581951517,0.0,0.3069550315683023,0.2224441134778438,0.20306358587413714,0.23254381808066246,0.5489392075724527,0.5711386255453729,0.5695896971569274,0.21584372306250296,0.47680106747786904,0.17789704810938817,0.33219758055707554,0.07122018452232035,0.36939074596766985,0.3938665876400761
2014-12-11,0.2590991235143126,0.2531106516113294,0.2728565837543724,0.6103698422004967,0.07736885212586486,0.16477924135041178,0.3063451258759562,0.28870134140485637,0.0,0.17130685232084167,0.31101569674010054,0.36995001133267036,0.13653944532335788,0.24390725513490752,0.7341081604116299,0.3478370991741568,0.231025720210469,0.3366534508043603,0.635970267658624,0.5792068813998106,0.23793685326049263,0.6587914184880408,0.34891501126330426,0.19092672159860852,0.3607991438936065,0.18811252712365753,0.20598051080092375,0.2379073705185113,0.4568117585225962,0.526913599251792,0.5661456234021431,0.2772782293811047,0.4435154976205703,0.16309191529766776,0.31631639404431944,0.07497112921245402,0.37296342164898527,0.4368554355368117
2014-12-12,0.25311455735325245,0.2609666614655977,0.2634701865122613,0.6624830180085048,0.08482610752848221,0.16358393483893802,0.3148474499831305,0.29927288496119203,0.163403288215957,0.170872111119895,0.21980793195280102,0.36908795234922004,0.1287903718494959,0.22503041108147254,0.7196584874830138,0.0,0.32396602983967204,0.34952723266321384,0.6274676711238169,0.5805168033819612,0.2691563573694032,0.6693806357904858,0.3372930513929112,0.210263435107799,0.23014252959421003,0.19399127632755747,0.23360294908065907,0.20852292438161651,0.4760059833597403,0.5330299617431214,0.5972520350281175,0.22389720853234482,0.3983654153159211,0.17278812833029134,0.2598369067410639,0.06463010338991777,0.3669527315238377,0.4425240932560174
2014-12-13,0.23644091509924178,0.2664226335944132,0.2870550471611042,0.6671807993048791,0.056527210627744996,0.16093899161792183,0.2700220756110324,0.31716143500764726,0.19678750514232402,0.1827517952785626,0.26789217968441503,0.3674055705247765,0.18694139001947732,0.26822599975138534,0.6690692632684055,0.355125403552624,0.24110094664725437,0.3499841231760181,0.6411430612799919,0.5842355186351917,0.2390693839414423,0.6222957663529386,0.33097421876230143,0.17513156679331002,0.24043985443924304,0.21784420124759438,0.22478801178743102,0.2194699122403247,0.44460110159512917,0.5393352917486682,0.5043855087518935,0.25144849347837966,0.4036884588840466,0.18402579542036804,0.3528380914962441,0.06943621428300722,0.3370247888256231,0.4663482689500758
2014-12-14,0.26245465103787347,0.23862715231369533,0.3082609050461753,0.5852768919647775,0.06128876136635187,0.14587889847684324,0.2576930719891415,0.300887332061119,0.218432379300425,0.17022747740808128,0.21543019877986103,0.3790192828458084,0.2502708021636275,0.287795948144467,0.6583622765419355,0.0,0.0,0.3207046827912556,0.6676777193086636,0.5545911949379797,0.22698959445374794,0.629114320570068,0.34756806980060256,0.2448480144766927,0.0,0.2517956598665757,0.2028678570494574,0.2517988634644846,0.38235431207145326,0.5069966118170637,0.4850369556585906,0.2616438092652402,0.4058521035966734,0.1928489019985901,0.32589005976915414,0.09256983995351035,0.3608862507519879,0.504125057274653
2014-12-17,0.2544012775767047,0.33804416163851597,0.26426420842909193,0.6630741887515966,0.09235294018040566,0.1320142828462759,0.24696869077513486,0.2665596930318225,0.284088692637957,0.22722722331180456,0.22313885066806602,0.0,0.187230060817266,0.25153594432743104,0.6862336993340546,0.32389496298110254,0.1385003401499808,0.36784453510163007,0.6590214210594725,0.6211855521140425,0.25607185174556857,0.6005012582678193,0.36211727404583965,0.24275010283566134,0.2684165114276364,0.19692253368897275,0.206407786604449,0.20862482555695516,0.4042967570714944,0.4908861314094259,0.5000501605547473,0.2677013556578201,0.40707139390266117,0.2127285617856861,0.17549808754913068,0.05346214323843239,0.35151138014836325,0.3841531670984732
2014-12-18,0.23705061415582523,0.2549473741765268,0.23099204710984225,0.6783337560484142,0.05613339132831289,0.14777354375058094,0.26542226826200677,0.13356391524959735,0.26193315928043753,0.22057958787318951,0.0,0.389519451862717,0.18343107394413122,0.25623433469420603,0.6697464457943972,0.29269187328149987,0.304869618453086,0.37515960987458996,0.625157894984453,0.6015726598410996,0.22611720351438547,0.6193166032166887,0.36511725841358955,0.23380936779022168,0.6556800126101131,0.19308725189836315,0.1908113090668631,0.20889700626722338,0.4880415646112121,0.4919210228032122,0.5025002708722579,0.20849371168418473,0.39761981045262607,0.20935249962566668,0.20056485655672956,0.06752922124327394,0.3678693250987762,0.42066486896812905
2014-12-19,0.19715446457360586,0.24173366319153655,0.2676253185153166,0.6300131597565318,0.08611617706659,0.15017976662440854,0.26221250991642625,0.267983336865431,0.2637606045182527,0.19915620999135,0.21856862569055602,0.0,0.15192780529360841,0.204527239193527,0.6360913332036351,0.3155884352206853,0.24531096439160036,0.3602945372296424,0.5717519533502934,0.5752593732492675,0.2545677925489125,0.6514573951561048,0.3843185481847107,0.22550098697206158,0.500688606141215,0.1912107920192741,0.205757943927699,0.19384793134521242,0.5233451281664956,0.5178412355199188,0.5624504044651809,0.2793858074369356,0.4209110826696397,0.23002357085119934,0.22579711186192797,0.07403281249570934,0.35610794248157446,0.40007966462754974
2014-12-20,0.18192887155597479,0.25130644562177684,0.2302087709188167,0.6008864846410715,0.0922973715155295,0.1377191140758694,0.26160291562782917,0.220498891143959,0.18713151792155802,0.21310105695707174,0.2977680004901034,0.0,0.1170737644687645,0.19444385257713862,0.5963243234963903,0.3579362636902254,0.21846021253278983,0.35379731580475776,0.6333303202283526,0.5924154660357704,0.25872014069851296,0.6620776362960432,0.31231633096733274,0.21660912581566752,0.3357165168753498,0.20667134338294382,0.22942697977400645,0.21729572604663647,0.3153247847977678,0.5181739712269193,0.5648589420833314,0.21040731374283755,0.39358582409287446,0.18483409349949342,0.1696346853055763,0.06901010961772196,0.35007893287424574,0.4231102098999225
2014-12-21,0.20729700562417555,0.2187694508250361,0.21556332542204196,0.5764297450776747,0.056193430683668444,0.1443947939203287,0.2512086248083342,0.226870226078182,0.22746698087990003,0.23705611251914352,0.35469718210034606,0.0,0.12685771593749737,0.25497338420179905,0.5265022130898757,0.3229258065930273,0.3121603504790843,0.397723373226552,0.6793635722822214,0.5628575470905499,0.24684032895028418,0.6915268603405164,0.33602117253422165,0.2586186831853624,0.32360425886834737,0.20840296250809354,0.210052540334551,0.2633408587338003,0.3624675705567239,0.49514382139131413,0.5654263893405482,0.22661809772264932,0.3717752603558384,0.17506802616205222,0.22168527746909397,0.059163407063516686,0.3624567943389665,0.4261247112413954
2014-12-24,0.2312670588627045,0.3589190530657505,0.26945996999243216,0.5606415731869162,0.07348322621316879,0.14102526005220936,0.2714536033420598,0.34675933000352516,0.268110606011635,0.21527116921141634,0.28877914983920705,0.292959416831896,0.152563582324744,0.19962091738356053,0.7165137650339757,0.3151439736336691,0.18127529821117722,0.39829913106270143,0.6347395575604557,0.5739147621033136,0.22218281499868742,0.6409330162135565,0.3591267816632999,0.20417140554001842,0.3936497397673341,0.20848025890569763,0.17488208533663513,0.19019162224133498,0.407500907644377,0.5284004312363988,0.6050769960262451,0.16248890025704835,0.42083521213877945,0.19535489652756766,0.27869824918817654,0.0922735066402129,0.36058992549305585,0.3820605926226045
